id,title,current_path,target_volume,declared_target_path
REC-0780,REC-0780 — Boot Sequence Identity Check,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Interface/REC-0780_Boot_Sequence_Identity_Check.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Boot_Sequence_Identity_Check.md
REC-0781,REC-0781 — Shutdown Conclude Operations,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Interface/REC-0781_Shutdown_Conclude_Operations.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Shutdown_Conclude_Operations.md
REC-0782,REC-0782 — Security Checkpoint Login Replacement,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Interface/REC-0782_Security_Checkpoint_Login_Replacement.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Security_Checkpoint_Login_Replacement.md
REC-0783,REC-0783 — Report For Duty Command,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Interface/REC-0783_Report_For_Duty_Command.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Report_For_Duty_Command.md
REC-0800,REC-0800 — Second Screen Philosophy,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Interface/REC-0800_Second_Screen_Philosophy.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Second_Screen_Philosophy.md
REC-0801,REC-0801 — Tactical Overlay Future,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Interface/REC-0801_Tactical_Overlay_Future.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Tactical_Overlay_Future.md
REC-0784,REC-0784 — Hydraulic Door Transition,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Animation_Sound/REC-0784_Hydraulic_Door_Transition.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Hydraulic_Door_Transition.md
REC-0785,REC-0785 — Mechanical Archive Stamp,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Animation_Sound/REC-0785_Mechanical_Archive_Stamp.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Mechanical_Archive_Stamp.md
REC-0786,REC-0786 — Vault Lock Acoustic,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Sound/REC-0786_Vault_Lock_Acoustic.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Vault_Lock_Acoustic.md
REC-0787,REC-0787 — Institutional Bell,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Sound/REC-0787_Institutional_Bell.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Institutional_Bell.md
REC-0788,REC-0788 — Radar Sweep Ambient,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Sound_Motion/REC-0788_Radar_Sweep_Ambient.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Radar_Sweep_Ambient.md
REC-0789,REC-0789 — Building Breathing,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Environmental/REC-0789_Building_Breathing.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Building_Breathing.md
REC-0790,REC-0790 — Operational Weather,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Environmental/REC-0790_Operational_Weather.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Operational_Weather.md
REC-0791,REC-0791 — Seasonal Headquarters,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Environmental/REC-0791_Seasonal_Headquarters.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Seasonal_Headquarters.md
REC-0798,REC-0798 — SQLite Archive Doctrine,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Archives/REC-0798_SQLite_Archive_Doctrine.md,08_ARCHIVES,13_PHASE_RECOVERY/Normalization_Targets/SQLite_Archive_Doctrine.md
REC-0807,REC-0807 — Doctrine Wars,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Doctrine/REC-0807_Doctrine_Wars.md,01_CONSTITUTION,13_PHASE_RECOVERY/Normalization_Targets/Doctrine_Wars.md
REC-0808,REC-0808 — Myth Library,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Doctrine/REC-0808_Myth_Library.md,01_CONSTITUTION,13_PHASE_RECOVERY/Normalization_Targets/Myth_Library.md
REC-0809,REC-0809 — Doctrine Cemetery,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Doctrine/REC-0809_Doctrine_Cemetery.md,01_CONSTITUTION,13_PHASE_RECOVERY/Normalization_Targets/Doctrine_Cemetery.md
REC-0810,REC-0810 — Doctrine Printer,HDR/13_PHASE_RECOVERY/Phase_06_to_07x/Environmental_Doctrine/REC-0810_Doctrine_Printer.md,09_INTERFACE,13_PHASE_RECOVERY/Normalization_Targets/Doctrine_Printer.md
