path,issue_type,details
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0034_Ready_Chair_Identity_Question.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0034_Ready_Chair_Identity_Question.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0035_Future_Operator.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0035_Future_Operator.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0036_Legacy_Scale.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0036_Legacy_Scale.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0037_Mission_Seal.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0037_Mission_Seal.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0038_Courage_Documented.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0038_Courage_Documented.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0039_Uphold_The_Institution_Question.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0039_Uphold_The_Institution_Question.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0040_Founders_Office_Origin_Plaque.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0040_Founders_Office_Origin_Plaque.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0041_Headquarters_Preamble.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0041_Headquarters_Preamble.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0042_Calm_Reinforcement_Messages.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0042_Calm_Reinforcement_Messages.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0043_Patience_Meter_Internal.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0043_Patience_Meter_Internal.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0044_Pulse_System.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0044_Pulse_System.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0045_Synchronization_Moment.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0045_Synchronization_Moment.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0046_Mission_Friction.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0046_Mission_Friction.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0047_Reverse_Countdown_Override.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0047_Reverse_Countdown_Override.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0048_Operational_Tempo_Detection.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0048_Operational_Tempo_Detection.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0049_Environmental_Drift.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0049_Environmental_Drift.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0050_Welcome_Home_Return.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0050_Welcome_Home_Return.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0051_Mission_Bell.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0051_Mission_Bell.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0052_Quiet_Victory_Recognition.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0052_Quiet_Victory_Recognition.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0053_Silence_As_Approval.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0053_Silence_As_Approval.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0054_Headquarters_As_Nervous_System.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0054_Headquarters_As_Nervous_System.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0055_Headquarters_Established_Splash.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0055_Headquarters_Established_Splash.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0056_Founding_Principles_Wall.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0056_Founding_Principles_Wall.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0057_Founding_Story.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0057_Founding_Story.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0058_Founder_Wall_Lost_Accounts.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0058_Founder_Wall_Lost_Accounts.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0059_Eternal_Flame.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0059_Eternal_Flame.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0060_Founders_Oath.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0060_Founders_Oath.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0061_Commander_Never_Says_Goodbye.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0061_Commander_Never_Says_Goodbye.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0062_Night_Watch.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0062_Night_Watch.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0063_Doctrine_Not_Editable_During_Combat.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0063_Doctrine_Not_Editable_During_Combat.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0064_Negotiation_Detection.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0064_Negotiation_Detection.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0065_Internal_Tribunal.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0065_Internal_Tribunal.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0066_We_Do_Not_Repeat_Expensive_Lessons.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0066_We_Do_Not_Repeat_Expensive_Lessons.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0067_Institutional_Trust.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0067_Institutional_Trust.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0068_Professionalism_Standards_Entrance.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0068_Professionalism_Standards_Entrance.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0069_Entrance_Hall_Crest_And_Motto.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0069_Entrance_Hall_Crest_And_Motto.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0070_Headquarters_Crest_Quadrants.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0070_Headquarters_Crest_Quadrants.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0071_Latin_Motto_Options.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0071_Latin_Motto_Options.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0072_Headquarters_Standards.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0072_Headquarters_Standards.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0073_Headquarters_Library.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0073_Headquarters_Library.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0074_Doctrine_Printer.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0074_Doctrine_Printer.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0075_Headquarters_Seasons.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0075_Headquarters_Seasons.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0076_Observatory_Strategic_Room.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0076_Observatory_Strategic_Room.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0077_Institutional_Calendar.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0077_Institutional_Calendar.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0078_Empty_Chair.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0078_Empty_Chair.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0079_Habit_Retirement_Ceremony.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0079_Habit_Retirement_Ceremony.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0080_Enemy_Intelligence_Board.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0080_Enemy_Intelligence_Board.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0081_Hall_Of_Quiet_Victories.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0081_Hall_Of_Quiet_Victories.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0082_Environment_As_Discipline_Carrier.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0082_Environment_As_Discipline_Carrier.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0083_Passive_Observation.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0083_Passive_Observation.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0084_Operational_Load.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0084_Operational_Load.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0085_Cognitive_Bandwidth.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0085_Cognitive_Bandwidth.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0086_Recovery_Window.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0086_Recovery_Window.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0087_Mission_Fatigue.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0087_Mission_Fatigue.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0088_Shift_Log.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0088_Shift_Log.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0089_Emergency_Lighting.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0089_Emergency_Lighting.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0090_Situation_Report.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0090_Situation_Report.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0091_Observation_Is_Not_Inactivity.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0091_Observation_Is_Not_Inactivity.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0092_War_Room_Glass_Wall.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0092_War_Room_Glass_Wall.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0093_Tactical_Journal.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0093_Tactical_Journal.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0094_Living_Constitution.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0094_Living_Constitution.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0095_Operations_Flag.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0095_Operations_Flag.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0096_Return_To_Civilian_Life_Door.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0096_Return_To_Civilian_Life_Door.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0097_Conditions_For_Discipline_Axiom.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0097_Conditions_For_Discipline_Axiom.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0098_Account_Three_Design_Test.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0098_Account_Three_Design_Test.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0099_Opening_Of_Doors_Tradition.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0099_Opening_Of_Doors_Tradition.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0100_Take_Command_Tradition.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0100_Take_Command_Tradition.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0101_Lights_Activation_Order.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0101_Lights_Activation_Order.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0102_Commanders_Clock.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0102_Commanders_Clock.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0103_Armory.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0103_Armory.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0104_Equipment_Check.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0104_Equipment_Check.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0105_Institutional_Weather.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0105_Institutional_Weather.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0106_Headquarters_Integrity.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0106_Headquarters_Integrity.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0107_Intelligence_Wall.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0107_Intelligence_Wall.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0108_Mission_Archive_Room.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0108_Mission_Archive_Room.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0109_Engineering_Department.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0109_Engineering_Department.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0110_Research_Division.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0110_Research_Division.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0111_Red_Team.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0111_Red_Team.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0112_Blue_Team.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0112_Blue_Team.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0113_Mission_Simulation.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0113_Mission_Simulation.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0114_Debrief_Theater.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0114_Debrief_Theater.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0115_Ordinary_Decisions_Automatic_Lesson.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0115_Ordinary_Decisions_Automatic_Lesson.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0116_Confidence_Versus_Trust_Wall.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0116_Confidence_Versus_Trust_Wall.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0117_Trust_Vault.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0117_Trust_Vault.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0118_Bargaining_Language_Detection.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0118_Bargaining_Language_Detection.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0119_Decision_DNA.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0119_Decision_DNA.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0120_Identity_Drift_Curve.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0120_Identity_Drift_Curve.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0121_Anchor_Sentence.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0121_Anchor_Sentence.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0122_Personal_Battlefield.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0122_Personal_Battlefield.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0123_Tactical_Mirror.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0123_Tactical_Mirror.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0124_Identity_Engine_Roles.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0124_Identity_Engine_Roles.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0125_Guardian_Mode.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0125_Guardian_Mode.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0126_Guardian_Statistics.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0126_Guardian_Statistics.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0127_Safe_Vault_Capital_Visualization.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0127_Safe_Vault_Capital_Visualization.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0128_Success_Protocol.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0128_Success_Protocol.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0129_Operation_Sunset.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0129_Operation_Sunset.md,MISSING_ID,Missing required metadata
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0130_Doctrine_014_Winning_Creates_Responsibility.md,MISSING_MIGRATION_TARGET,Recovery item lacks Migration Target
HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0130_Doctrine_014_Winning_Creates_Responsibility.md,MISSING_ID,Missing required metadata
