id,name,category,priority,volume,implementation_phase,status,dependencies,notes
OPS-0020,Shift Log,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"End-of-shift report: mission status, pending issues, next watch."
OPS-0021,Night Operations,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Engineer/Historian/Academy background review after shutdown.
OPS-0022,Airlock Protocol,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"30-second transition, phone/distraction silence, oath."
OPS-0023,Daily Oath,Operations / Protocol / Doctrine,CORE,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"Short oath: protect capital, patience, accept missed trades."
OPS-0024,Founder’s Oath,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"Accepted once on first launch; truth, discipline cannot be outsourced."
OPS-0025,Custodian Oath,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"Funded Monday: capital entrusted, protection before growth."
OPS-0026,Oath Renewal,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Annual responsibility renewal.
OPS-0027,Equipment Check,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"Constitution reviewed, news reviewed, HTF bias, limits, readiness."
OPS-0028,Rules of Engagement,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"Authority rules for deployment, Guardian veto, Sentinel emergency."
OPS-0029,Exceptional Authorization,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Doctrine override is possible but requires justification and later review.
OPS-0030,Internal Tribunal,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Serious violation review with evidence from departments.
OPS-0031,Doctrine Validation,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Observation → Hypothesis → Field Test → Validated → Doctrine.
OPS-0032,Doctrine Wars,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Conflicting doctrines trigger Research operation.
OPS-0033,Doctrine Retirement,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Rules retire with honors into Doctrine Cemetery.
OPS-0034,Myth Investigation,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Beliefs like Friday/Monday performance tested against evidence.
OPS-0035,Quarterly Review,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Council review every 90 days.
OPS-0036,Annual Stewardship Review,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"Yearly review of stewardship, doctrine, recovery, integrity."
OPS-0037,Graduation Test,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Silent week with no interventions to test internalization.
OPS-0038,No Weekend Trading Commandment,Operations / Protocol / Doctrine,CORE,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Immutable funded-mode law from account-loss history.
OPS-0039,No Trade Without Invalidation,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Immutable safety rule.
OPS-0040,Never Move Stop Emotionally,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Immutable doctrine.
OPS-0041,Never Chase,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Immutable doctrine.
OPS-0042,Winning Creates Responsibility,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Doctrine 014; success increases burden not freedom.
OPS-0043,We Do Not Repeat Expensive Lessons,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Core institutional slogan.
OPS-0044,Battlefield Independence,Operations / Protocol / Doctrine,CORE,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Headquarters does not execute trades; any broker/platform supported.
OPS-0045,Mission Control Principle,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Headquarters monitors/advises/debriefs; broker/platform remains battlefield.
OPS-0046,Second Screen Philosophy,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"Headquarters on one screen, trading platform on another."
OPS-0047,Manual Confirmation Fallback,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Works even without broker API: operator marks deployed/closed manually.
OPS-0048,Tactical Overlay,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Optional always-on-top HUD with mission/threat/rule info.
OPS-0049,Historical Replay Simulation,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,"Replays historical candles/mission scenarios, independent of broker."
OPS-0050,Academy Field Exercises,Operations / Protocol / Doctrine,IMPORTANT,05_OPERATIONS / 01_CONSTITUTION,Bravo/Charlie,REGISTERED,,Assigned exercises such as Silent Morning or Iron Exit.
UI-0001,Cold Boot Sequence,Interface / Environment / Audio,CORE,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Initializing Archives, Intelligence, Operator Profile, Integrity, Tactical Interface, READY."
UI-0002,Security Checkpoint Screen,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Identity verified, archives synchronized, departments online, Report for Duty."
UI-0003,Report For Duty Button,Interface / Environment / Audio,CORE,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Primary entry command; replaces login/start app.
UI-0004,Hydraulic Door Transition,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Purposeful room-to-room transition; tiny hydraulic sound.
UI-0005,Elevator / Room Transition,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Doors close/open; displays moving to next room.
UI-0006,Tactical Silence,Interface / Environment / Audio,CORE,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"When active, non-critical UI disappears."
UI-0007,Heartbeat Mode,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Subtle radar/pulse every 20-30 seconds.
UI-0008,Radar Sweep,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Calm environmental rhythm and breathing guide.
UI-0009,Building Breathing,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Almost imperceptible expansion/lighting pulse.
UI-0010,Dynamic Backgrounds,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Green/Yellow/Orange/Red/Black mission-status atmospheres.
UI-0011,Mission Backgrounds,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Room/background changes by mission phase.
UI-0012,Operational Weather,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Clear/fog/storm market clarity and institutional weather.
UI-0013,Lighting Profiles,Interface / Environment / Audio,CORE,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Command cool white, War blue, Standby dark green, Recovery warm, IA crisp white."
UI-0014,Sound Bible,Interface / Environment / Audio,CORE,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Secure beep, denial tone, vault steel, printer, bell, hydraulics."
UI-0015,Commander Voice,Interface / Environment / Audio,CORE,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Dangerously calm, deep, rare, deliberate pauses."
UI-0016,Operations Officer Voice,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Procedural, faster, checklist/logistics tone."
UI-0017,Mission Bell,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Rings only on high-integrity mission completion.
UI-0018,Guardian Bell,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Deep funded-day bell for protected capital.
UI-0019,Institutional Bell,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Rare annual/doctrine/campaign tone.
UI-0020,Mechanical Printer,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Prints doctrine updates, Internal Affairs requests, Council notes."
UI-0021,Command Light Alignment,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Overhead light shifts with command stability.
UI-0022,Shadow Protocol,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Shadow aligns/separates with integrity/identity drift.
UI-0023,Artificial Horizon UI,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Thin horizon line that tilts during behavior instability.
UI-0024,Operator Compass UI,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Always-present compass to Professional Joe/Ghost.
UI-0025,Tactical Compass,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Preparation/Execution/Recovery/Reflection balance.
UI-0026,Situation Clock,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"NYSE Open T-/+, mission day, threat status."
UI-0027,Analog Command Clock,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Precision institutional time object.
UI-0028,Mission Patch / Campaign Ribbon,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Earned through discipline, not profit."
UI-0029,Mission Seal,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Mission archived seal: honored/compromised.
UI-0030,Command Seal,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Authorization seal stamped by Headquarters Command.
UI-0031,Codename Generator,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Operation Iron Wolf, Silent Hawk, Black Horizon, Atlas, etc."
UI-0032,Mission Banner,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Operation name, objective, status."
UI-0033,Headquarters Crest,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Shield with direction/protection/doctrine/execution/star.
UI-0034,Operations Flag,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,State of institution; still/lowered/half-mast based on standards.
UI-0035,Personal Crest,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Operator motto and shield; process without compromise.
UI-0036,Situation Wall UI,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Current enemy, impact, cost, last seen, countermeasure."
UI-0037,Intelligence Wall UI,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Enemy, improving skill, leak, stability, next breakthrough."
UI-0038,Living Map / Campaign Map,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Career as military campaign; waypoints and operations.
UI-0039,Legacy Tree,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Doctrines, lessons, events as branching tree."
UI-0040,Twenty-Year Wall UI,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Future years reserved and current year illuminated.
UI-0041,Founders Notes,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Questions, not advice; slipped under door after milestones."
UI-0042,70/20/10 Screen Principle,Interface / Environment / Audio,CORE,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"70% calm space, 20% information, 10% guidance/interaction."
UI-0043,No Decoration Rule,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Every visual/sound must communicate or reinforce behavior.
UI-0044,Silence Budget,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Departments have limits on interventions; forces messages to matter.
UI-0045,One Sentence Rule,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,AI communications should be concise; maximum one sentence in most contexts.
UI-0046,Three Second Rule,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Screen purpose must be clear within three seconds.
UI-0047,Golden Ratio Attention Rule,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Only one dominant element per screen.
UI-0048,No Dashboard Opening,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Headquarters opens where operator needs to be: Debrief/Mirror/Command Center.
UI-0049,Dynamic Headquarters Aging,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,"Walls/archives/ribbons/history accumulate over years, not cosmetic unlocks."
UI-0050,Founder Test,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Would this still matter in ten years?
UI-0051,Would NASA Add This Test,Interface / Environment / Audio,IMPORTANT,09_INTERFACE / 03_BUILDING,Delta/Echo,REGISTERED,,Reject trend-chasing features that weaken mission control feel.
MEM-0001,Mission Report Artifact,Archives / Academy / Engineering / Legacy,CORE,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Every mission creates report: what happened.
MEM-0002,Behavior Report Artifact,Archives / Academy / Engineering / Legacy,CORE,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Who was in command and behavior quality.
MEM-0003,Decision Report Artifact,Archives / Academy / Engineering / Legacy,CORE,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Critical decisions and integrity ratings.
MEM-0004,Intelligence Report Artifact,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Patterns and lessons learned.
MEM-0005,Doctrine Report Artifact,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Whether doctrine changed or evidence collected.
MEM-0006,Memory Pyramid,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Mission → Campaign → Quarter → Year → Career → Institution.
MEM-0007,Campaign Books,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Annual/campaign books with operations, doctrine, integrity."
MEM-0008,Historical Events,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Great Weekend Incident, First Guardian Save, Retirement of Revenge Trading."
MEM-0009,Family Trees of Ideas,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Rule 014 → Guardian → Success Protocol → Vault Lock etc.
MEM-0010,Saved Missions Ledger,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Guardian interventions accepted and capital preserved.
MEM-0011,Invisible Ledger,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Potential accounts lost vs actual accounts lost vs Guardian saves.
MEM-0012,Capsule Ceremony,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,New Year time capsule sealed for five years.
MEM-0013,Legacy Transfer,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Lessons left behind for future operators.
MEM-0014,Academy Courses,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Weaknesses become assigned courses.
MEM-0015,Academy Transcript,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Grades for patience, recovery, capital protection, etc."
MEM-0016,Certifications,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Capital Guardian, Debrief Officer, Recovery Specialist, Observation Expert."
MEM-0017,Oral Examination,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Explain why a doctrine exists.
MEM-0018,Qualification Board,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Unlocks higher Guardian/clearance responsibility.
MEM-0019,Mentor Protocol,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Would Ghost approve today’s lesson?
MEM-0020,Medals of Restraint,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Awards for not trading, not moving stops, walking away."
MEM-0021,Rank / Professional Rank,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Operator Candidate → Operator → Senior Operator → Mission Specialist → Doctrine Keeper.
MEM-0022,Security Clearance,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Earned access to advanced analytics/intelligence based on discipline.
MEM-0023,Maintenance Days,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Sunday mission: maintain Headquarters.
MEM-0024,Headquarters Health,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Archives, doctrine, integrity, lessons, intelligence status."
MEM-0025,Recommendation Ledger,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Auditable record of Headquarters recommendations and outcomes.
MEM-0026,Institutional Trust Engine,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Headquarters earns Joe’s trust through consistent evidence.
MEM-0027,Self Audit / Final Audit,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Does Headquarters still deserve operator trust?
MEM-0028,Archive of Removed Features,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Profit fireworks, leaderboards, signals, social feeds rejected."
MEM-0029,Anti-Feature List,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,What Headquarters must never become.
MEM-0030,Knife Drawer,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Remove before adding engineering ritual.
MEM-0031,Rule of Elegance,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Features must pass mission/identity/institution/longevity/silence gates.
MEM-0032,Engineering Oath,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Build only what strengthens disciplined execution.
MEM-0033,Founders Log,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Why decisions were made; intent preservation.
MEM-0034,HQOS Event Bus,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Everything as events, not clicks."
MEM-0035,HQOS Heartbeat,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Departments/operator/environment/mission update each pulse.
MEM-0036,HQOS State Engine,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Single source of current state; rooms respond to state.
MEM-0037,HQOS Background Services,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Historian indexing, Engineer audits, Academy drills, Archives backups."
MEM-0038,Night Watch / Shift Change,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Institution remains on watch after app closes.
MEM-0039,Error Handling as Engineering,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Operational anomaly detected, integrity maintained; no generic errors."
MEM-0040,SQLite Archives,Archives / Academy / Engineering / Legacy,CORE,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Database is called Archives to operator; never “database”.
MEM-0041,Data Integrity Checks,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Encrypted backups, verification, archive security."
MEM-0042,Source/HDR/Assets Separation,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Repo separated into Design Repository, Source, Assets."
MEM-0043,Master Index IDs,Archives / Academy / Engineering / Legacy,CORE,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Every object has permanent ID and status.
MEM-0044,Specification Template,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Purpose, scope, dependencies, UX, engineering, acceptance criteria."
MEM-0045,MVI Minimum Viable Institution,Archives / Academy / Engineering / Legacy,CORE,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Commander, Guardian, Archives, Mission Lifecycle, Mirror, Observation, Debrief, Black Box, Doctrine, Funded Mode."
MEM-0046,Broker Independence Connectors,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"APIs, CSV, webhooks, OCR, manual confirmation possible later."
MEM-0047,CSV Import with Exclusions,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Artificial/balance trades excluded from stats.
MEM-0048,Account Autopsy,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Passed/failed account analysis and new rule creation.
MEM-0049,Leak Report,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Top leaks/strengths and action recommendations.
MEM-0050,Paper Trading Checklist,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"Daily self-check for preparation, authorization, review."
MEM-0051,Personal Trading Handbook,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,"All issues, solutions, practices, win-streak control, funded caution."
MEM-0052,Military Operating Manual,Archives / Academy / Engineering / Legacy,IMPORTANT,08_ARCHIVES / 10_ENGINEERING / 11_ACADEMY / 12_LEGACY,Alpha-Bravo,REGISTERED,,Operational manual derived from trading problems and rules.
