id,name,phase,category,priority,status,path
PH2-0088,Shift Log,2.0-3.0,Operations,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0088_Shift_Log.md
PH2-0089,Emergency Lighting,2.0-3.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0089_Emergency_Lighting.md
PH2-0090,Situation Report,2.0-3.0,Operations,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0090_Situation_Report.md
PH2-0091,Observation Is Not Inactivity,2.0-3.0,Culture,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0091_Observation_Is_Not_Inactivity.md
PH2-0092,War Room Glass Wall,2.0-3.0,Environment,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0092_War_Room_Glass_Wall.md
PH2-0093,Tactical Journal,2.0-3.0,Archives,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0093_Tactical_Journal.md
PH2-0094,Living Constitution,2.0-3.0,Doctrine,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0094_Living_Constitution.md
PH2-0095,Operations Flag,2.0-3.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0095_Operations_Flag.md
PH2-0096,Return To Civilian Life Door,2.0-3.0,Ceremony,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0096_Return_To_Civilian_Life_Door.md
PH2-0097,Conditions For Discipline Axiom,2.0-3.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0097_Conditions_For_Discipline_Axiom.md
PH2-0098,Account Three Design Test,2.0-3.0,Engineering,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0098_Account_Three_Design_Test.md
PH2-0099,Opening Of Doors Tradition,2.0-3.0,Ceremony,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0099_Opening_Of_Doors_Tradition.md
PH2-0100,Take Command Tradition,2.0-3.0,Ceremony,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0100_Take_Command_Tradition.md
PH2-0101,Lights Activation Order,2.0-3.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0101_Lights_Activation_Order.md
PH2-0102,Commanders Clock,2.0-3.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0102_Commanders_Clock.md
PH2-0103,Armory,2.0-3.0,Room,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0103_Armory.md
PH2-0104,Equipment Check,2.0-3.0,Operations,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0104_Equipment_Check.md
PH2-0105,Institutional Weather,2.0-3.0,Environment,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0105_Institutional_Weather.md
PH2-0106,Headquarters Integrity,2.0-3.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0106_Headquarters_Integrity.md
PH2-0107,Intelligence Wall,2.0-3.0,Intelligence,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0107_Intelligence_Wall.md
PH2-0108,Mission Archive Room,2.0-3.0,Archives,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0108_Mission_Archive_Room.md
PH2-0109,Engineering Department,2.0-3.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0109_Engineering_Department.md
PH2-0110,Research Division,2.0-3.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0110_Research_Division.md
PH2-0111,Red Team,2.0-3.0,Intelligence,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0111_Red_Team.md
PH2-0112,Blue Team,2.0-3.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0112_Blue_Team.md
PH2-0113,Mission Simulation,2.0-3.0,Academy,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0113_Mission_Simulation.md
PH2-0114,Debrief Theater,2.0-3.0,Room,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0114_Debrief_Theater.md
PH2-0115,Ordinary Decisions Automatic Lesson,2.0-3.0,Academy,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0115_Ordinary_Decisions_Automatic_Lesson.md
PH2-0116,Confidence Versus Trust Wall,2.0-3.0,Trust,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0116_Confidence_Versus_Trust_Wall.md
PH2-0117,Trust Vault,2.0-3.0,Trust,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0117_Trust_Vault.md
PH2-0118,Bargaining Language Detection,2.0-3.0,Behavior,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0118_Bargaining_Language_Detection.md
PH2-0119,Decision DNA,2.0-3.0,Behavior,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0119_Decision_DNA.md
PH2-0120,Identity Drift Curve,2.0-3.0,Behavior,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0120_Identity_Drift_Curve.md
PH2-0121,Anchor Sentence,2.0-3.0,Constitution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0121_Anchor_Sentence.md
PH2-0122,Personal Battlefield,2.0-3.0,Behavior,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0122_Personal_Battlefield.md
PH2-0123,Tactical Mirror,2.0-3.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0123_Tactical_Mirror.md
PH2-0124,Identity Engine Roles,2.0-3.0,Identity,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0124_Identity_Engine_Roles.md
PH2-0125,Guardian Mode,2.0-3.0,Guardian,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0125_Guardian_Mode.md
PH2-0126,Guardian Statistics,2.0-3.0,Guardian,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0126_Guardian_Statistics.md
PH2-0127,Safe/Vault Capital Visualization,2.0-3.0,Guardian,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0127_Safe_Vault_Capital_Visualization.md
PH2-0128,Success Protocol,2.0-3.0,Guardian,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0128_Success_Protocol.md
PH2-0129,Operation Sunset,2.0-3.0,Ceremony,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0129_Operation_Sunset.md
PH2-0130,Doctrine 014 Winning Creates Responsibility,2.0-3.0,Doctrine,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0130_Doctrine_014_Winning_Creates_Responsibility.md
PH2-0131,Training Headquarters Versus Guardian Headquarters,2.0-3.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0131_Training_Headquarters_Versus_Guardian_Headquarters.md
PH2-0132,Entrusted Capital Principle,2.0-3.0,Stewardship,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0132_Entrusted_Capital_Principle.md
PH2-0133,Vault Opening Ritual,2.0-3.0,Ceremony,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0133_Vault_Opening_Ritual.md
PH2-0134,Guardian Language Set,2.0-3.0,Language,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0134_Guardian_Language_Set.md
PH2-0135,Guardian Lighting And Seal,2.0-3.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0135_Guardian_Lighting_And_Seal.md
PH2-0136,Capital Status Not PnL Hero,2.0-3.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0136_Capital_Status_Not_PnL_Hero.md
PH2-0137,Guardian Historical Risk Memory,2.0-3.0,Guardian,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0137_Guardian_Historical_Risk_Memory.md
PH2-0138,Guardian Shadow,2.0-3.0,Environment,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0138_Guardian_Shadow.md
PH2-0139,Sentinel,2.0-3.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0139_Sentinel.md
PH2-0140,Guardian Lock,2.0-3.0,Guardian,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0140_Guardian_Lock.md
PH2-0141,Guardian Unlock Procedure,2.0-3.0,Guardian,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0141_Guardian_Unlock_Procedure.md
PH2-0142,Guardian Integrity,2.0-3.0,Guardian,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0142_Guardian_Integrity.md
PH2-0143,Guardian Bell,2.0-3.0,Audio,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0143_Guardian_Bell.md
PH2-0144,Guardian Room,2.0-3.0,Room,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0144_Guardian_Room.md
PH2-0145,Legacy Protocol,2.0-3.0,Legacy,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0145_Legacy_Protocol.md
PH2-0146,Career Projection,2.0-3.0,Legacy,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0146_Career_Projection.md
PH2-0147,Votes For Identity,2.0-3.0,Identity,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0147_Votes_For_Identity.md
PH2-0148,Internal Affairs Integrity Protection,2.0-3.0,Internal Affairs,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH2-0148_Internal_Affairs_Integrity_Protection.md
PH3-0001,Design Constitution,2.0-3.0,Constitution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0001_Design_Constitution.md
PH3-0002,Expensive Not Luxurious,2.0-3.0,Design,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0002_Expensive_Not_Luxurious.md
PH3-0003,Information Hierarchy,2.0-3.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0003_Information_Hierarchy.md
PH3-0004,One Objective Per Screen,2.0-3.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0004_One_Objective_Per_Screen.md
PH3-0005,Motion Has Meaning,2.0-3.0,Animation,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0005_Motion_Has_Meaning.md
PH3-0006,Color Earns Existence,2.0-3.0,Design,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0006_Color_Earns_Existence.md
PH3-0007,Sound Has Purpose,2.0-3.0,Audio,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0007_Sound_Has_Purpose.md
PH3-0008,Attention Respect Law,2.0-3.0,Interface,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0008_Attention_Respect_Law.md
PH3-0009,Headquarters Language Dictionary,2.0-3.0,Language,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0009_Headquarters_Language_Dictionary.md
PH3-0010,Typography Direction,2.0-3.0,Design,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0010_Typography_Direction.md
PH3-0011,Room Soundtracks,2.0-3.0,Audio,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0011_Room_Soundtracks.md
PH3-0012,Lighting Engine,2.0-3.0,Environment,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0012_Lighting_Engine.md
PH3-0013,Chair As Control Symbol,2.0-3.0,Identity,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0013_Chair_As_Control_Symbol.md
PH3-0014,Dynamic Opening Room,2.0-3.0,HQOS,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0014_Dynamic_Opening_Room.md
PH3-0015,Central Holographic Table,2.0-3.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0015_Central_Holographic_Table.md
PH3-0016,Commander No Avatar,2.0-3.0,AI,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0016_Commander_No_Avatar.md
PH3-0017,Headquarters Heartbeat,2.0-3.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0017_Headquarters_Heartbeat.md
PH3-0018,Fictional Institution Real Behavioral Value,2.0-3.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0018_Fictional_Institution_Real_Behavioral_Value.md
PH3-0019,Project Naming Evolution,2.0-3.0,Legacy,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_02_to_03/PH3-0019_Project_Naming_Evolution.md
PH4-0001,Design Constitution,3.0-4.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0001_Design_Constitution.md
PH4-0002,Expensive Minimalism,3.0-4.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0002_Expensive_Minimalism.md
PH4-0003,Silence Priority Principle,3.0-4.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0003_Silence_Priority_Principle.md
PH4-0004,Information Hierarchy Law,3.0-4.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0004_Information_Hierarchy_Law.md
PH4-0005,One Objective Per Screen,3.0-4.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0005_One_Objective_Per_Screen.md
PH4-0006,Motion Has Meaning,3.0-4.0,Animation,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0006_Motion_Has_Meaning.md
PH4-0007,Color Meaning System,3.0-4.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0007_Color_Meaning_System.md
PH4-0008,Sound Purpose System,3.0-4.0,Audio,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0008_Sound_Purpose_System.md
PH4-0009,Attention Respect Law,3.0-4.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0009_Attention_Respect_Law.md
PH4-0010,Headquarters Terminology Replacement,3.0-4.0,Culture,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0010_Headquarters_Terminology_Replacement.md
PH4-0011,Mission Control Typography,3.0-4.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0011_Mission_Control_Typography.md
PH4-0012,Room Soundtracks,3.0-4.0,Audio,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0012_Room_Soundtracks.md
PH4-0013,Lighting Engine,3.0-4.0,Environment,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0013_Lighting_Engine.md
PH4-0014,Command Chair Control Symbol,3.0-4.0,Identity,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0014_Command_Chair_Control_Symbol.md
PH4-0015,Dynamic Initial Room Selection,3.0-4.0,HQOS,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0015_Dynamic_Initial_Room_Selection.md
PH4-0016,Central Holographic Table Function,3.0-4.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0016_Central_Holographic_Table_Function.md
PH4-0017,No Commander Avatar Rule,3.0-4.0,AI,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0017_No_Commander_Avatar_Rule.md
PH4-0018,Institutional Heartbeat,3.0-4.0,Environment,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0018_Institutional_Heartbeat.md
PH4-0019,Fictional Institution Real Psychology,3.0-4.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0019_Fictional_Institution_Real_Psychology.md
PH4-0020,Headquarters Naming Evolution,3.0-4.0,Legacy,OPTIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0020_Headquarters_Naming_Evolution.md
PH4-0021,Internal Affairs Department,3.0-4.0,Institution,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0021_Internal_Affairs_Department.md
PH4-0022,Internal Affairs Room,3.0-4.0,Room,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0022_Internal_Affairs_Room.md
PH4-0023,Statement Inconsistency Detection,3.0-4.0,AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0023_Statement_Inconsistency_Detection.md
PH4-0024,Report Reliability Score,3.0-4.0,Archives,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0024_Report_Reliability_Score.md
PH4-0025,Operation Cover-Up Case File,3.0-4.0,Archives,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0025_Operation_Cover_Up_Case_File.md
PH4-0026,Evidence Wall,3.0-4.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0026_Evidence_Wall.md
PH4-0027,Institutional Witness System,3.0-4.0,AI,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0027_Institutional_Witness_System.md
PH4-0028,No Accusation Rule,3.0-4.0,Culture,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0028_No_Accusation_Rule.md
PH4-0029,Lucky Win Investigation,3.0-4.0,Intelligence,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0029_Lucky_Win_Investigation.md
PH4-0030,Outcome Not Supported By Doctrine Classification,3.0-4.0,Operations,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0030_Outcome_Not_Supported_By_Doctrine_Classification.md
PH4-0031,Quality Assurance Department,3.0-4.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0031_Quality_Assurance_Department.md
PH4-0032,Institution Admits Mistakes,3.0-4.0,Trust,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0032_Institution_Admits_Mistakes.md
PH4-0033,Ethics Committee,3.0-4.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0033_Ethics_Committee.md
PH4-0034,Constitutional Court,3.0-4.0,Institution,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0034_Constitutional_Court.md
PH4-0035,Doctrine Does Not Negotiate With Emotion,3.0-4.0,Doctrine,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0035_Doctrine_Does_Not_Negotiate_With_Emotion.md
PH4-0036,Engineering Philosophy,3.0-4.0,Engineering,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0036_Engineering_Philosophy.md
PH4-0037,Friction Is A Feature,3.0-4.0,Engineering,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0037_Friction_Is_A_Feature.md
PH4-0038,Every Screen Lowers Cortisol,3.0-4.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0038_Every_Screen_Lowers_Cortisol.md
PH4-0039,Operator Is Never Rushed,3.0-4.0,Constitution,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0039_Operator_Is_Never_Rushed.md
PH4-0040,Rule Of One Thought,3.0-4.0,Interface,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0040_Rule_Of_One_Thought.md
PH4-0041,Commander Three Responsibilities,3.0-4.0,AI,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0041_Commander_Three_Responsibilities.md
PH4-0042,Ninety Five Percent Silence Rule,3.0-4.0,AI,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0042_Ninety_Five_Percent_Silence_Rule.md
PH4-0043,AI Feels Experienced Not Intelligent,3.0-4.0,AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0043_AI_Feels_Experienced_Not_Intelligent.md
PH4-0044,Institutional Language Ban List,3.0-4.0,Culture,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0044_Institutional_Language_Ban_List.md
PH4-0045,No Flattery Rule,3.0-4.0,AI,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0045_No_Flattery_Rule.md
PH4-0046,Discipline Reserve,3.0-4.0,Operator,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0046_Discipline_Reserve.md
PH4-0047,Mission Recorder,3.0-4.0,Archives,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0047_Mission_Recorder.md
PH4-0048,Archive Vault,3.0-4.0,Archives,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0048_Archive_Vault.md
PH4-0049,Maintenance Days,3.0-4.0,Operations,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0049_Maintenance_Days.md
PH4-0050,Headquarters Health,3.0-4.0,Engineering,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0050_Headquarters_Health.md
PH4-0051,Living Campaign Map,3.0-4.0,Interface,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0051_Living_Campaign_Map.md
PH4-0052,Founder Engineering Creed,3.0-4.0,Legacy,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0052_Founder_Engineering_Creed.md
PH4-0053,Behavioral Engine,3.0-4.0,System,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0053_Behavioral_Engine.md
PH4-0054,Command Chair Engine,3.0-4.0,System,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0054_Command_Chair_Engine.md
PH4-0055,Behavioral Fingerprints,3.0-4.0,System,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0055_Behavioral_Fingerprints.md
PH4-0056,Identity Drift Algorithm,3.0-4.0,System,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0056_Identity_Drift_Algorithm.md
PH4-0057,Identity Drift Vector Model,3.0-4.0,System,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0057_Identity_Drift_Vector_Model.md
PH4-0058,Ghost Baseline Calibration,3.0-4.0,AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0058_Ghost_Baseline_Calibration.md
PH4-0059,Evidence Threshold For Interventions,3.0-4.0,AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0059_Evidence_Threshold_For_Interventions.md
PH4-0060,Commander Detects Not Predicts,3.0-4.0,AI,FOUNDATIONAL,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0060_Commander_Detects_Not_Predicts.md
PH4-0061,Decision Graph,3.0-4.0,System,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0061_Decision_Graph.md
PH4-0062,Behavioral Gravity,3.0-4.0,System,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0062_Behavioral_Gravity.md
PH4-0063,Career Brain,3.0-4.0,System,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0063_Career_Brain.md
PH4-0064,Mission Similarity Search,3.0-4.0,AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0064_Mission_Similarity_Search.md
PH4-0065,Future Identity Simulator,3.0-4.0,AI,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0065_Future_Identity_Simulator.md
PH4-0066,Legacy Engine,3.0-4.0,System,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0066_Legacy_Engine.md
PH4-0067,Institution Reputation,3.0-4.0,System,IMPORTANT,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0067_Institution_Reputation.md
PH4-0068,Behavioral Black Box,3.0-4.0,Archives,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0068_Behavioral_Black_Box.md
PH4-0069,Accident Chain Reconstruction,3.0-4.0,Archives,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0069_Accident_Chain_Reconstruction.md
PH4-0070,Precursor Library,3.0-4.0,AI,CORE,SPECIFIED,HDR/13_PHASE_RECOVERY/Phase_03_to_04/PH4-0070_Precursor_Library.md
