id,title,path,volume,category,priority,status
MEM-0038,MEM-0038 — Night Watch / Shift Change,08_ARCHIVES/Memory_Objects/MEM-0038_Night_Watch_Shift_Change.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0039,MEM-0039 — Error Handling as Engineering,08_ARCHIVES/Memory_Objects/MEM-0039_Error_Handling_as_Engineering.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0040,MEM-0040 — SQLite Archives,08_ARCHIVES/Memory_Objects/MEM-0040_SQLite_Archives.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,CORE,Registered / Specification Draft
MEM-0041,MEM-0041 — Data Integrity Checks,08_ARCHIVES/Memory_Objects/MEM-0041_Data_Integrity_Checks.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0042,MEM-0042 — Source/HDR/Assets Separation,08_ARCHIVES/Memory_Objects/MEM-0042_Source_HDR_Assets_Separation.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0043,MEM-0043 — Master Index IDs,08_ARCHIVES/Memory_Objects/MEM-0043_Master_Index_IDs.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,CORE,Registered / Specification Draft
MEM-0044,MEM-0044 — Specification Template,08_ARCHIVES/Memory_Objects/MEM-0044_Specification_Template.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0045,MEM-0045 — MVI Minimum Viable Institution,08_ARCHIVES/Memory_Objects/MEM-0045_MVI_Minimum_Viable_Institution.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,CORE,Registered / Specification Draft
MEM-0046,MEM-0046 — Broker Independence Connectors,08_ARCHIVES/Memory_Objects/MEM-0046_Broker_Independence_Connectors.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0047,MEM-0047 — CSV Import with Exclusions,08_ARCHIVES/Memory_Objects/MEM-0047_CSV_Import_with_Exclusions.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0048,MEM-0048 — Account Autopsy,08_ARCHIVES/Memory_Objects/MEM-0048_Account_Autopsy.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0049,MEM-0049 — Leak Report,08_ARCHIVES/Memory_Objects/MEM-0049_Leak_Report.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0050,MEM-0050 — Paper Trading Checklist,08_ARCHIVES/Memory_Objects/MEM-0050_Paper_Trading_Checklist.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0051,MEM-0051 — Personal Trading Handbook,08_ARCHIVES/Memory_Objects/MEM-0051_Personal_Trading_Handbook.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
MEM-0052,MEM-0052 — Military Operating Manual,08_ARCHIVES/Memory_Objects/MEM-0052_Military_Operating_Manual.md,08_ARCHIVES,Archives / Academy / Engineering / Legacy,IMPORTANT,Registered / Specification Draft
PH2-0007,PH2-0007 — Archives Structure,08_ARCHIVES/Memory_Objects/PH2-0007_Archives_Structure.md,08_ARCHIVES,Archives,CORE,SPECIFIED
PH2-0073,PH2-0073 — Headquarters Library,08_ARCHIVES/Memory_Objects/PH2-0073_Headquarters_Library.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH2-0093,PH2-0093 — Tactical Journal,08_ARCHIVES/Memory_Objects/PH2-0093_Tactical_Journal.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH2-0115,PH2-0115 — Ordinary Decisions Automatic Lesson,08_ARCHIVES/Memory_Objects/PH2-0115_Ordinary_Decisions_Automatic_Lesson.md,08_ARCHIVES,Academy,FOUNDATIONAL,SPECIFIED
PH4-0024,PH4-0024 — Report Reliability Score,08_ARCHIVES/Memory_Objects/PH4-0024_Report_Reliability_Score.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH4-0025,PH4-0025 — Operation Cover-Up Case File,08_ARCHIVES/Memory_Objects/PH4-0025_Operation_Cover_Up_Case_File.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH5-0019,PH5-0019 — Invisible Timeline,08_ARCHIVES/Memory_Objects/PH5-0019_Invisible_Timeline.md,08_ARCHIVES,Archives,CORE,SPECIFIED
PH5-0067,PH5-0067 — Technical Recorder,08_ARCHIVES/Memory_Objects/PH5-0067_Technical_Recorder.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0010,PH6-0010 — Myth Library,08_ARCHIVES/Memory_Objects/PH6-0010_Myth_Library.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0023,PH6-0023 — Success With Warning Classification,08_ARCHIVES/Memory_Objects/PH6-0023_Success_With_Warning_Classification.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0044,PH6-0044 — Archive of Removed Features,08_ARCHIVES/Memory_Objects/PH6-0044_Archive_of_Removed_Features.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0054,PH6-0054 — Operations Journal,08_ARCHIVES/Memory_Objects/PH6-0054_Operations_Journal.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0056,PH6-0056 — Command Ledger,08_ARCHIVES/Memory_Objects/PH6-0056_Command_Ledger.md,08_ARCHIVES,Archives,CORE,SPECIFIED
PH6-0076,PH6-0076 — Memory Pyramid,08_ARCHIVES/Memory_Objects/PH6-0076_Memory_Pyramid.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0078,PH6-0078 — Memory Importance Rating,08_ARCHIVES/Memory_Objects/PH6-0078_Memory_Importance_Rating.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0079,PH6-0079 — Memory Graph,08_ARCHIVES/Memory_Objects/PH6-0079_Memory_Graph.md,08_ARCHIVES,Archives,CORE,SPECIFIED
PH6-0081,PH6-0081 — Idea Family Trees,08_ARCHIVES/Memory_Objects/PH6-0081_Idea_Family_Trees.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0085,PH6-0085 — Living Museum,08_ARCHIVES/Memory_Objects/PH6-0085_Living_Museum.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0098,PH6-0098 — Archives Terminology,08_ARCHIVES/Memory_Objects/PH6-0098_Archives_Terminology.md,08_ARCHIVES,Archives,CORE,SPECIFIED
REC-0785,REC-0785 — Mechanical Archive Stamp,08_ARCHIVES/Memory_Objects/REC-0785_Mechanical_Archive_Stamp.md,08_ARCHIVES,Animation / Sound,P1,Recovered / Specification Draft
REC-0632,REC-0632 — Memory Pyramid,08_ARCHIVES/Memory_Objects/REC-0632_Memory_Pyramid.md,08_ARCHIVES,Archives / Time,P0,Recovered / Specification Draft
REC-0634,REC-0634 — Memory Graph,08_ARCHIVES/Memory_Objects/REC-0634_Memory_Graph.md,08_ARCHIVES,Archives / Time,P1,Recovered / Specification Draft
REC-0637,REC-0637 — Memory Confidence,08_ARCHIVES/Memory_Objects/REC-0637_Memory_Confidence.md,08_ARCHIVES,Archives / Time,P0,Recovered / Specification Draft
REC-0640,REC-0640 — Time Architecture,08_ARCHIVES/Memory_Objects/REC-0640_Time_Architecture.md,08_ARCHIVES,Archives / Time,P0,Recovered / Specification Draft
REC-0641,REC-0641 — Three Clocks,08_ARCHIVES/Memory_Objects/REC-0641_Three_Clocks.md,08_ARCHIVES,Archives / Time,P1,Recovered / Specification Draft
REC-0644,REC-0644 — Strategic Patience,08_ARCHIVES/Memory_Objects/REC-0644_Strategic_Patience.md,08_ARCHIVES,Archives / Time,P1,Recovered / Specification Draft
REC-0645,REC-0645 — Future Archive Shelves,08_ARCHIVES/Memory_Objects/REC-0645_Future_Archive_Shelves.md,08_ARCHIVES,Archives / Time,P2,Recovered / Specification Draft
PH1-0015,PH1-0015 — SOP Versioning,08_ARCHIVES/Doctrine/PH1-0015_SOP_Versioning.md,08_ARCHIVES,Doctrine,CORE,SPECIFIED
PH1-0016,PH1-0016 — Rule Provenance,08_ARCHIVES/Doctrine/PH1-0016_Rule_Provenance.md,08_ARCHIVES,Doctrine,CORE,SPECIFIED
PH1-0017,PH1-0017 — Rule Book Living Operations Manual,08_ARCHIVES/Doctrine/PH1-0017_Rule_Book_Living_Operations_Manual.md,08_ARCHIVES,Doctrine,CORE,SPECIFIED
PH2-0011,PH2-0011 — Dynamic Doctrine Retirement,08_ARCHIVES/Doctrine/PH2-0011_Dynamic_Doctrine_Retirement.md,08_ARCHIVES,Doctrine,IMPORTANT,SPECIFIED
PH2-0025,PH2-0025 — Cost of Breaking Doctrine Display,08_ARCHIVES/Doctrine/PH2-0025_Cost_of_Breaking_Doctrine_Display.md,08_ARCHIVES,Interface,IMPORTANT,SPECIFIED
PH2-0063,PH2-0063 — Doctrine Not Editable During Combat,08_ARCHIVES/Doctrine/PH2-0063_Doctrine_Not_Editable_During_Combat.md,08_ARCHIVES,Doctrine,CORE,SPECIFIED
PH2-0066,PH2-0066 — We Do Not Repeat Expensive Lessons,08_ARCHIVES/Doctrine/PH2-0066_We_Do_Not_Repeat_Expensive_Lessons.md,08_ARCHIVES,Doctrine,FOUNDATIONAL,SPECIFIED
PH2-0074,PH2-0074 — Doctrine Printer,08_ARCHIVES/Doctrine/PH2-0074_Doctrine_Printer.md,08_ARCHIVES,Environment,IMPORTANT,SPECIFIED
PH2-0130,PH2-0130 — Doctrine 014 Winning Creates Responsibility,08_ARCHIVES/Doctrine/PH2-0130_Doctrine_014_Winning_Creates_Responsibility.md,08_ARCHIVES,Doctrine,CORE,SPECIFIED
PH4-0030,PH4-0030 — Outcome Not Supported By Doctrine Classification,08_ARCHIVES/Doctrine/PH4-0030_Outcome_Not_Supported_By_Doctrine_Classification.md,08_ARCHIVES,Operations,IMPORTANT,SPECIFIED
PH4-0035,PH4-0035 — Doctrine Does Not Negotiate With Emotion,08_ARCHIVES/Doctrine/PH4-0035_Doctrine_Does_Not_Negotiate_With_Emotion.md,08_ARCHIVES,Doctrine,CORE,SPECIFIED
PH6-0002,PH6-0002 — Doctrine Levels,08_ARCHIVES/Doctrine/PH6-0002_Doctrine_Levels.md,08_ARCHIVES,Doctrine,CORE,SPECIFIED
PH6-0003,PH6-0003 — Evidence Collection Started State,08_ARCHIVES/Doctrine/PH6-0003_Evidence_Collection_Started_State.md,08_ARCHIVES,Doctrine,IMPORTANT,SPECIFIED
PH6-0004,PH6-0004 — Doctrine Printer Ceremony,08_ARCHIVES/Doctrine/PH6-0004_Doctrine_Printer_Ceremony.md,08_ARCHIVES,Experience,IMPORTANT,SPECIFIED
PH6-0006,PH6-0006 — Rule Graveyard,08_ARCHIVES/Doctrine/PH6-0006_Rule_Graveyard.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
PH6-0007,PH6-0007 — Doctrine Wars,08_ARCHIVES/Doctrine/PH6-0007_Doctrine_Wars.md,08_ARCHIVES,Research,IMPORTANT,SPECIFIED
PH6-0011,PH6-0011 — Doctrine Confidence,08_ARCHIVES/Doctrine/PH6-0011_Doctrine_Confidence.md,08_ARCHIVES,Doctrine,CORE,SPECIFIED
PH6-0013,PH6-0013 — Operational Doctrine Trees,08_ARCHIVES/Doctrine/PH6-0013_Operational_Doctrine_Trees.md,08_ARCHIVES,Doctrine,IMPORTANT,SPECIFIED
REC-0798,REC-0798 — SQLite Archive Doctrine,08_ARCHIVES/Doctrine/REC-0798_SQLite_Archive_Doctrine.md,08_ARCHIVES,Archives,P0,Recovered / Specification Draft
REC-0647,REC-0647 — Archives Naming Doctrine,08_ARCHIVES/Doctrine/REC-0647_Archives_Naming_Doctrine.md,08_ARCHIVES,Archives / Time,P0,Recovered / Specification Draft
REC-0807,REC-0807 — Doctrine Wars,08_ARCHIVES/Doctrine/REC-0807_Doctrine_Wars.md,08_ARCHIVES,Doctrine,P2,Recovered / Specification Draft
REC-0808,REC-0808 — Myth Library,08_ARCHIVES/Doctrine/REC-0808_Myth_Library.md,08_ARCHIVES,Doctrine,P1,Recovered / Specification Draft
REC-0809,REC-0809 — Doctrine Cemetery,08_ARCHIVES/Doctrine/REC-0809_Doctrine_Cemetery.md,08_ARCHIVES,Doctrine,P1,Recovered / Specification Draft
REC-0760,REC-0760 — Evolution Doctrine,08_ARCHIVES/Doctrine/REC-0760_Evolution_Doctrine.md,08_ARCHIVES,Legacy,P0,Recovered / Specification Draft
PH6-0029,PH6-0029 — Legacy Archive,08_ARCHIVES/Legacy/PH6-0029_Legacy_Archive.md,08_ARCHIVES,Archives,IMPORTANT,SPECIFIED
REC-0636,REC-0636 — Time Capsule Ceremony,08_ARCHIVES/Legacy/REC-0636_Time_Capsule_Ceremony.md,08_ARCHIVES,Archives / Time,P2,Recovered / Specification Draft
REC-0753,REC-0753 — Archive of Removed Features,08_ARCHIVES/Legacy/REC-0753_Archive_of_Removed_Features.md,08_ARCHIVES,Legacy,P2,Recovered / Specification Draft
HQOS-0001,HQOS-0001 — Everything Is An Event,07_HQOS/Kernel/HQOS-0001_Everything_Is_An_Event.md,07_HQOS,HQOS / Architecture,CORE,Registered
HQOS-0002,HQOS-0002 — Respond Not React Principle,07_HQOS/Kernel/HQOS-0002_Respond_Not_React_Principle.md,07_HQOS,HQOS / Behavior,CORE,Registered
HQOS-0003,HQOS-0003 — One Truth Architecture,07_HQOS/Kernel/HQOS-0003_One_Truth_Architecture.md,07_HQOS,HQOS / Data,CORE,Registered
HQOS-0004,HQOS-0004 — Context Awareness Layer,07_HQOS/Kernel/HQOS-0004_Context_Awareness_Layer.md,07_HQOS,HQOS / Context,CORE,Registered
HQOS-0005,HQOS-0005 — Mission Kernel,07_HQOS/Kernel/HQOS-0005_Mission_Kernel.md,07_HQOS,HQOS / State Machine,CORE,Registered
HQOS-0006,HQOS-0006 — Consciousness Loop,07_HQOS/Kernel/HQOS-0006_Consciousness_Loop.md,07_HQOS,HQOS / Loop,CORE,Registered
HQOS-0007,HQOS-0007 — Behavioral Resource Management,07_HQOS/Kernel/HQOS-0007_Behavioral_Resource_Management.md,07_HQOS,HQOS / Resources,IMPORTANT,Registered
HQOS-0008,HQOS-0008 — Behavioral Threads,07_HQOS/Kernel/HQOS-0008_Behavioral_Threads.md,07_HQOS,HQOS / Architecture,IMPORTANT,Registered
HQOS-0009,HQOS-0009 — Interrupt Handling,07_HQOS/Kernel/HQOS-0009_Interrupt_Handling.md,07_HQOS,HQOS / Priority,CORE,Registered
HQOS-0010,HQOS-0010 — Background Services,07_HQOS/Kernel/HQOS-0010_Background_Services.md,07_HQOS,HQOS / Services,CORE,Registered
HQOS-0011,HQOS-0011 — Operational Anomaly Handling,07_HQOS/Kernel/HQOS-0011_Operational_Anomaly_Handling.md,07_HQOS,HQOS / Error Handling,CORE,Registered
HQOS-0012,HQOS-0012 — Department Bus,07_HQOS/Kernel/HQOS-0012_Department_Bus.md,07_HQOS,HQOS / Event Routing,CORE,Registered
HQOS-0013,HQOS-0013 — Core Loop,07_HQOS/Kernel/HQOS-0013_Core_Loop.md,07_HQOS,HQOS / Kernel,CORE,Registered
PH2-0001,PH2-0001 — Cold Boot Sequence,07_HQOS/Kernel/PH2-0001_Cold_Boot_Sequence.md,07_HQOS,Experience,CORE,SPECIFIED
PH2-0083,PH2-0083 — Passive Observation,07_HQOS/Kernel/PH2-0083_Passive_Observation.md,07_HQOS,HQOS,CORE,SPECIFIED
PH5-0069,PH5-0069 — Five Engines Architecture,07_HQOS/Kernel/PH5-0069_Five_Engines_Architecture.md,07_HQOS,HQOS,CORE,SPECIFIED
PH5-0075,PH5-0075 — Shift Changes,07_HQOS/Kernel/PH5-0075_Shift_Changes.md,07_HQOS,HQOS,IMPORTANT,SPECIFIED
PH6-0053,PH6-0053 — Authority Levels,07_HQOS/Kernel/PH6-0053_Authority_Levels.md,07_HQOS,HQOS,IMPORTANT,SPECIFIED
REC-0730,REC-0730 — HQOS Kernel,07_HQOS/Kernel/REC-0730_HQOS_Kernel.md,07_HQOS,HQOS,P0,Recovered / Specification Draft
REC-0736,REC-0736 — Operational Anomaly Handling,07_HQOS/Kernel/REC-0736_Operational_Anomaly_Handling.md,07_HQOS,HQOS,P1,Recovered / Specification Draft
REC-0781,REC-0781 — Shutdown Conclude Operations,07_HQOS/Kernel/REC-0781_Shutdown_Conclude_Operations.md,07_HQOS,Interface,P1,Recovered / Specification Draft
PH6-0080,PH6-0080 — Historical Events,07_HQOS/Event_Bus/PH6-0080_Historical_Events.md,07_HQOS,Archives,IMPORTANT,SPECIFIED
REC-0731,REC-0731 — Everything Is An Event,07_HQOS/Event_Bus/REC-0731_Everything_Is_An_Event.md,07_HQOS,HQOS,P0,Recovered / Specification Draft
REC-0735,REC-0735 — Night Operations Service,07_HQOS/Background_Services/REC-0735_Night_Operations_Service.md,07_HQOS,HQOS,P1,Recovered / Specification Draft
INTNET-0001,INTNET-0001 — Intelligence Network,06_INTELLIGENCE/Network/INTNET-0001_Intelligence_Network.md,06_INTELLIGENCE,Intelligence / Architecture,CORE,Registered
INTNET-0002,INTNET-0002 — Secure Department Network,06_INTELLIGENCE/Network/INTNET-0002_Secure_Department_Network.md,06_INTELLIGENCE,Intelligence / Architecture,CORE,Registered
INTNET-0003,INTNET-0003 — Intelligence Feed,06_INTELLIGENCE/Network/INTNET-0003_Intelligence_Feed.md,06_INTELLIGENCE,Intelligence / Messaging,CORE,Registered
INTNET-0004,INTNET-0004 — Institutional Consensus Response,06_INTELLIGENCE/Network/INTNET-0004_Institutional_Consensus_Response.md,06_INTELLIGENCE,AI / Council,CORE,Registered
INTNET-0005,INTNET-0005 — Priority Messaging Levels,06_INTELLIGENCE/Network/INTNET-0005_Priority_Messaging_Levels.md,06_INTELLIGENCE,Intelligence / Protocol,CORE,Registered
INTNET-0006,INTNET-0006 — Silent Department Communication,06_INTELLIGENCE/Network/INTNET-0006_Silent_Department_Communication.md,06_INTELLIGENCE,Institution / Background,IMPORTANT,Registered
INTNET-0007,INTNET-0007 — Intelligence Case Lifecycle,06_INTELLIGENCE/Network/INTNET-0007_Intelligence_Case_Lifecycle.md,06_INTELLIGENCE,Intelligence / Research,IMPORTANT,Registered
INTNET-0008,INTNET-0008 — Founder Review Protocol,06_INTELLIGENCE/Network/INTNET-0008_Founder_Review_Protocol.md,06_INTELLIGENCE,Legacy / Governance,CORE,Registered
INTNET-0009,INTNET-0009 — Request Traceability,06_INTELLIGENCE/Network/INTNET-0009_Request_Traceability.md,06_INTELLIGENCE,Engineering / Audit,CORE,Registered
COG-0001,COG-0001 — Cognitive Architecture,06_INTELLIGENCE/Cognition/COG-0001_Cognitive_Architecture.md,06_INTELLIGENCE,Intelligence / Brain,CORE,Registered
COG-0002,COG-0002 — Council Deliberation Delay,06_INTELLIGENCE/Cognition/COG-0002_Council_Deliberation_Delay.md,06_INTELLIGENCE,AI / Interaction,IMPORTANT,Registered
COG-0003,COG-0003 — Memory Before Intelligence Rule,06_INTELLIGENCE/Cognition/COG-0003_Memory_Before_Intelligence_Rule.md,06_INTELLIGENCE,AI / Reasoning,CORE,Registered
COG-0004,COG-0004 — Three Institutional Questions,06_INTELLIGENCE/Cognition/COG-0004_Three_Institutional_Questions.md,06_INTELLIGENCE,AI / Reasoning,CORE,Registered
COG-0005,COG-0005 — Single Operator Model,06_INTELLIGENCE/Cognition/COG-0005_Single_Operator_Model.md,06_INTELLIGENCE,AI / Data,CORE,Registered
COG-0006,COG-0006 — Ghost Simulation Principle,06_INTELLIGENCE/Cognition/COG-0006_Ghost_Simulation_Principle.md,06_INTELLIGENCE,AI / Ghost,CORE,Registered
COG-0007,COG-0007 — Historian Investigation Principle,06_INTELLIGENCE/Cognition/COG-0007_Historian_Investigation_Principle.md,06_INTELLIGENCE,AI / Historian,CORE,Registered
COG-0008,COG-0008 — Guardian Negotiation Principle,06_INTELLIGENCE/Cognition/COG-0008_Guardian_Negotiation_Principle.md,06_INTELLIGENCE,AI / Guardian,CORE,Registered
COG-0009,COG-0009 — Working Memory,06_INTELLIGENCE/Cognition/COG-0009_Working_Memory.md,06_INTELLIGENCE,AI / Memory,CORE,Registered
COG-0010,COG-0010 — Long Memory,06_INTELLIGENCE/Cognition/COG-0010_Long_Memory.md,06_INTELLIGENCE,AI / Memory,CORE,Registered
COG-0011,COG-0011 — Reflection Engine,06_INTELLIGENCE/Cognition/COG-0011_Reflection_Engine.md,06_INTELLIGENCE,AI / Night Operations,IMPORTANT,Registered
COG-0012,COG-0012 — Curiosity Engine,06_INTELLIGENCE/Cognition/COG-0012_Curiosity_Engine.md,06_INTELLIGENCE,AI / Research,IMPORTANT,Registered
COG-0013,COG-0013 — Wisdom Engine,06_INTELLIGENCE/Cognition/COG-0013_Wisdom_Engine.md,06_INTELLIGENCE,AI / Philosophy,IMPORTANT,Registered
PH2-0012,PH2-0012 — Airlock Countdown,06_INTELLIGENCE/Behavior_Analysis/PH2-0012_Airlock_Countdown.md,06_INTELLIGENCE,Ritual,CORE,SPECIFIED
PH2-0042,PH2-0042 — Calm Reinforcement Messages,06_INTELLIGENCE/Behavior_Analysis/PH2-0042_Calm_Reinforcement_Messages.md,06_INTELLIGENCE,AI,IMPORTANT,SPECIFIED
PH2-0080,PH2-0080 — Enemy Intelligence Board,06_INTELLIGENCE/Behavior_Analysis/PH2-0080_Enemy_Intelligence_Board.md,06_INTELLIGENCE,Intelligence,CORE,SPECIFIED
PH2-0107,PH2-0107 — Intelligence Wall,06_INTELLIGENCE/Behavior_Analysis/PH2-0107_Intelligence_Wall.md,06_INTELLIGENCE,Intelligence,CORE,SPECIFIED
PH2-0111,PH2-0111 — Red Team,06_INTELLIGENCE/Behavior_Analysis/PH2-0111_Red_Team.md,06_INTELLIGENCE,Intelligence,IMPORTANT,SPECIFIED
PH4-0023,PH4-0023 — Statement Inconsistency Detection,06_INTELLIGENCE/Behavior_Analysis/PH4-0023_Statement_Inconsistency_Detection.md,06_INTELLIGENCE,AI,CORE,SPECIFIED
PH4-0029,PH4-0029 — Lucky Win Investigation,06_INTELLIGENCE/Behavior_Analysis/PH4-0029_Lucky_Win_Investigation.md,06_INTELLIGENCE,Intelligence,CORE,SPECIFIED
PH4-0042,PH4-0042 — Ninety Five Percent Silence Rule,06_INTELLIGENCE/Behavior_Analysis/PH4-0042_Ninety_Five_Percent_Silence_Rule.md,06_INTELLIGENCE,AI,IMPORTANT,SPECIFIED
PH4-0043,PH4-0043 — AI Feels Experienced Not Intelligent,06_INTELLIGENCE/Behavior_Analysis/PH4-0043_AI_Feels_Experienced_Not_Intelligent.md,06_INTELLIGENCE,AI,CORE,SPECIFIED
PH4-0045,PH4-0045 — No Flattery Rule,06_INTELLIGENCE/Behavior_Analysis/PH4-0045_No_Flattery_Rule.md,06_INTELLIGENCE,AI,FOUNDATIONAL,SPECIFIED
PH4-0049,PH4-0049 — Maintenance Days,06_INTELLIGENCE/Behavior_Analysis/PH4-0049_Maintenance_Days.md,06_INTELLIGENCE,Operations,IMPORTANT,SPECIFIED
PH4-0059,PH4-0059 — Evidence Threshold For Interventions,06_INTELLIGENCE/Behavior_Analysis/PH4-0059_Evidence_Threshold_For_Interventions.md,06_INTELLIGENCE,AI,CORE,SPECIFIED
PH4-0061,PH4-0061 — Decision Graph,06_INTELLIGENCE/Behavior_Analysis/PH4-0061_Decision_Graph.md,06_INTELLIGENCE,System,IMPORTANT,SPECIFIED
PH4-0063,PH4-0063 — Career Brain,06_INTELLIGENCE/Behavior_Analysis/PH4-0063_Career_Brain.md,06_INTELLIGENCE,System,IMPORTANT,SPECIFIED
PH4-0069,PH4-0069 — Accident Chain Reconstruction,06_INTELLIGENCE/Behavior_Analysis/PH4-0069_Accident_Chain_Reconstruction.md,06_INTELLIGENCE,Archives,CORE,SPECIFIED
PH4-0072,PH4-0072 — Chain Of Failure,06_INTELLIGENCE/Behavior_Analysis/PH4-0072_Chain_Of_Failure.md,06_INTELLIGENCE,Archives,CORE,SPECIFIED
PH4-0073,PH4-0073 — Chain Of Excellence,06_INTELLIGENCE/Behavior_Analysis/PH4-0073_Chain_Of_Excellence.md,06_INTELLIGENCE,Archives,IMPORTANT,SPECIFIED
PH4-0074,PH4-0074 — Butterfly Effect Engine,06_INTELLIGENCE/Behavior_Analysis/PH4-0074_Butterfly_Effect_Engine.md,06_INTELLIGENCE,AI,IMPORTANT,SPECIFIED
PH4-0075,PH4-0075 — Point Of No Return Detection,06_INTELLIGENCE/Behavior_Analysis/PH4-0075_Point_Of_No_Return_Detection.md,06_INTELLIGENCE,AI,IMPORTANT,SPECIFIED
PH4-0076,PH4-0076 — Intervention Ladder,06_INTELLIGENCE/Behavior_Analysis/PH4-0076_Intervention_Ladder.md,06_INTELLIGENCE,AI,CORE,SPECIFIED
PH5-0010,PH5-0010 — Decision Graph,06_INTELLIGENCE/Behavior_Analysis/PH5-0010_Decision_Graph.md,06_INTELLIGENCE,Operations,CORE,SPECIFIED
PH5-0012,PH5-0012 — Career Brain,06_INTELLIGENCE/Behavior_Analysis/PH5-0012_Career_Brain.md,06_INTELLIGENCE,Archives,CORE,SPECIFIED
PH5-0020,PH5-0020 — Chain of Failure,06_INTELLIGENCE/Behavior_Analysis/PH5-0020_Chain_of_Failure.md,06_INTELLIGENCE,Archives,CORE,SPECIFIED
PH5-0021,PH5-0021 — Chain of Excellence,06_INTELLIGENCE/Behavior_Analysis/PH5-0021_Chain_of_Excellence.md,06_INTELLIGENCE,Archives,IMPORTANT,SPECIFIED
PH5-0022,PH5-0022 — Butterfly Effect Engine,06_INTELLIGENCE/Behavior_Analysis/PH5-0022_Butterfly_Effect_Engine.md,06_INTELLIGENCE,Intelligence,IMPORTANT,SPECIFIED
PH5-0033,PH5-0033 — Project Chimera,06_INTELLIGENCE/Behavior_Analysis/PH5-0033_Project_Chimera.md,06_INTELLIGENCE,Intelligence,IMPORTANT,SPECIFIED
PH5-0047,PH5-0047 — Decision Integrity Engine,06_INTELLIGENCE/Behavior_Analysis/PH5-0047_Decision_Integrity_Engine.md,06_INTELLIGENCE,Intelligence,CORE,SPECIFIED
PH5-0048,PH5-0048 — Decision Weighting,06_INTELLIGENCE/Behavior_Analysis/PH5-0048_Decision_Weighting.md,06_INTELLIGENCE,Intelligence,CORE,SPECIFIED
PH5-0055,PH5-0055 — Decision Pressure Map,06_INTELLIGENCE/Behavior_Analysis/PH5-0055_Decision_Pressure_Map.md,06_INTELLIGENCE,Intelligence,IMPORTANT,SPECIFIED
PH5-0085,PH5-0085 — Intervention Confidence Scoring,06_INTELLIGENCE/Behavior_Analysis/PH5-0085_Intervention_Confidence_Scoring.md,06_INTELLIGENCE,Intelligence,CORE,SPECIFIED
PH6-0001,PH6-0001 — Doctrine Engine,06_INTELLIGENCE/Behavior_Analysis/PH6-0001_Doctrine_Engine.md,06_INTELLIGENCE,Intelligence,CORE,SPECIFIED
PH6-0009,PH6-0009 — False Rule Detection,06_INTELLIGENCE/Behavior_Analysis/PH6-0009_False_Rule_Detection.md,06_INTELLIGENCE,Intelligence,IMPORTANT,SPECIFIED
PH6-0014,PH6-0014 — Personal Laws of Nature,06_INTELLIGENCE/Behavior_Analysis/PH6-0014_Personal_Laws_of_Nature.md,06_INTELLIGENCE,Intelligence,IMPORTANT,SPECIFIED
PH6-0025,PH6-0025 — Skill Maintenance,06_INTELLIGENCE/Behavior_Analysis/PH6-0025_Skill_Maintenance.md,06_INTELLIGENCE,Academy,IMPORTANT,SPECIFIED
