id,title,category,source_path,canonical_path,target_volume,status,priority,stability
PH2-0046,PH2-0046 — Mission Friction,Operations,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0046_Mission_Friction.md,05_OPERATIONS/Mission_Lifecycle/PH2-0046_Mission_Friction.md,05_OPERATIONS,normalized,CORE,
PH2-0047,PH2-0047 — Reverse Countdown Override,Operations,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0047_Reverse_Countdown_Override.md,10_ENGINEERING/Architecture/PH2-0047_Reverse_Countdown_Override.md,10_ENGINEERING,normalized,CORE,
PH2-0048,PH2-0048 — Operational Tempo Detection,Behavior,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0048_Operational_Tempo_Detection.md,04_OPERATOR/Behavioral_Systems/PH2-0048_Operational_Tempo_Detection.md,04_OPERATOR,normalized,CORE,
PH2-0049,PH2-0049 — Environmental Drift,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0049_Environmental_Drift.md,03_BUILDING/Environmental_Systems/PH2-0049_Environmental_Drift.md,03_BUILDING,normalized,IMPORTANT,
PH2-0050,PH2-0050 — Welcome Home Return,Ceremony,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0050_Welcome_Home_Return.md,10_ENGINEERING/Architecture/PH2-0050_Welcome_Home_Return.md,10_ENGINEERING,normalized,IMPORTANT,
PH2-0051,PH2-0051 — Mission Bell,Audio,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0051_Mission_Bell.md,05_OPERATIONS/Ceremonies/PH2-0051_Mission_Bell.md,05_OPERATIONS,normalized,IMPORTANT,
PH2-0052,PH2-0052 — Quiet Victory Recognition,Recognition,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0052_Quiet_Victory_Recognition.md,09_INTERFACE/Screens/PH2-0052_Quiet_Victory_Recognition.md,09_INTERFACE,normalized,IMPORTANT,
PH2-0053,PH2-0053 — Silence As Approval,Experience,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0053_Silence_As_Approval.md,10_ENGINEERING/Architecture/PH2-0053_Silence_As_Approval.md,10_ENGINEERING,normalized,FOUNDATIONAL,
PH2-0054,PH2-0054 — Headquarters As Nervous System,Constitution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0054_Headquarters_As_Nervous_System.md,01_CONSTITUTION/Principles/PH2-0054_Headquarters_As_Nervous_System.md,01_CONSTITUTION,normalized,FOUNDATIONAL,
PH2-0055,PH2-0055 — Headquarters Established Splash,Interface,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0055_Headquarters_Established_Splash.md,09_INTERFACE/Screens/PH2-0055_Headquarters_Established_Splash.md,09_INTERFACE,normalized,IMPORTANT,
PH2-0056,PH2-0056 — Founding Principles Wall,Building,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0056_Founding_Principles_Wall.md,01_CONSTITUTION/Principles/PH2-0056_Founding_Principles_Wall.md,01_CONSTITUTION,normalized,IMPORTANT,
PH2-0057,PH2-0057 — Founding Story,Legacy,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0057_Founding_Story.md,12_LEGACY/Long_Term/PH2-0057_Founding_Story.md,12_LEGACY,normalized,CORE,
PH2-0058,PH2-0058 — Founder Wall Lost Accounts,Legacy,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0058_Founder_Wall_Lost_Accounts.md,12_LEGACY/Founder/PH2-0058_Founder_Wall_Lost_Accounts.md,12_LEGACY,normalized,IMPORTANT,
PH2-0059,PH2-0059 — Eternal Flame,Building,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0059_Eternal_Flame.md,03_BUILDING/Symbolic_Objects/PH2-0059_Eternal_Flame.md,03_BUILDING,normalized,IMPORTANT,
PH2-0060,PH2-0060 — Founders Oath,Ceremony,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0060_Founders_Oath.md,12_LEGACY/Founder/PH2-0060_Founders_Oath.md,12_LEGACY,normalized,CORE,
PH2-0061,PH2-0061 — Commander Never Says Goodbye,Language,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0061_Commander_Never_Says_Goodbye.md,02_INSTITUTION/Departments/PH2-0061_Commander_Never_Says_Goodbye.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0062,PH2-0062 — Night Watch,Operations,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0062_Night_Watch.md,10_ENGINEERING/Architecture/PH2-0062_Night_Watch.md,10_ENGINEERING,normalized,IMPORTANT,
PH2-0063,PH2-0063 — Doctrine Not Editable During Combat,Doctrine,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0063_Doctrine_Not_Editable_During_Combat.md,08_ARCHIVES/Doctrine/PH2-0063_Doctrine_Not_Editable_During_Combat.md,08_ARCHIVES,normalized,CORE,
PH2-0064,PH2-0064 — Negotiation Detection,Behavior,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0064_Negotiation_Detection.md,04_OPERATOR/Behavioral_Systems/PH2-0064_Negotiation_Detection.md,04_OPERATOR,normalized,CORE,
PH2-0065,PH2-0065 — Internal Tribunal,Institution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0065_Internal_Tribunal.md,02_INSTITUTION/Departments/PH2-0065_Internal_Tribunal.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0066,PH2-0066 — We Do Not Repeat Expensive Lessons,Doctrine,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0066_We_Do_Not_Repeat_Expensive_Lessons.md,08_ARCHIVES/Doctrine/PH2-0066_We_Do_Not_Repeat_Expensive_Lessons.md,08_ARCHIVES,normalized,FOUNDATIONAL,
PH2-0067,PH2-0067 — Institutional Trust,Trust,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0067_Institutional_Trust.md,02_INSTITUTION/Departments/PH2-0067_Institutional_Trust.md,02_INSTITUTION,normalized,CORE,
PH2-0068,PH2-0068 — Professionalism Standards Entrance,Culture,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0068_Professionalism_Standards_Entrance.md,01_CONSTITUTION/Culture/PH2-0068_Professionalism_Standards_Entrance.md,01_CONSTITUTION,normalized,IMPORTANT,
PH2-0069,PH2-0069 — Entrance Hall Crest And Motto,Building,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0069_Entrance_Hall_Crest_And_Motto.md,03_BUILDING/Symbolic_Objects/PH2-0069_Entrance_Hall_Crest_And_Motto.md,03_BUILDING,normalized,CORE,
PH2-0070,PH2-0070 — Headquarters Crest Quadrants,Brand,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0070_Headquarters_Crest_Quadrants.md,10_ENGINEERING/Architecture/PH2-0070_Headquarters_Crest_Quadrants.md,10_ENGINEERING,normalized,IMPORTANT,
PH2-0071,PH2-0071 — Latin Motto Options,Brand,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0071_Latin_Motto_Options.md,10_ENGINEERING/Architecture/PH2-0071_Latin_Motto_Options.md,10_ENGINEERING,normalized,OPTIONAL,
PH2-0072,PH2-0072 — Headquarters Standards,Culture,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0072_Headquarters_Standards.md,01_CONSTITUTION/Culture/PH2-0072_Headquarters_Standards.md,01_CONSTITUTION,normalized,CORE,
PH2-0073,PH2-0073 — Headquarters Library,Archives,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0073_Headquarters_Library.md,08_ARCHIVES/Memory_Objects/PH2-0073_Headquarters_Library.md,08_ARCHIVES,normalized,IMPORTANT,
PH2-0074,PH2-0074 — Doctrine Printer,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0074_Doctrine_Printer.md,08_ARCHIVES/Doctrine/PH2-0074_Doctrine_Printer.md,08_ARCHIVES,normalized,IMPORTANT,
PH2-0075,PH2-0075 — Headquarters Seasons,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0075_Headquarters_Seasons.md,10_ENGINEERING/Architecture/PH2-0075_Headquarters_Seasons.md,10_ENGINEERING,normalized,OPTIONAL,
PH2-0076,PH2-0076 — Observatory Strategic Room,Room,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0076_Observatory_Strategic_Room.md,03_BUILDING/Rooms/PH2-0076_Observatory_Strategic_Room.md,03_BUILDING,normalized,IMPORTANT,
PH2-0077,PH2-0077 — Institutional Calendar,Operations,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0077_Institutional_Calendar.md,02_INSTITUTION/Departments/PH2-0077_Institutional_Calendar.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0078,PH2-0078 — Empty Chair,Identity,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0078_Empty_Chair.md,03_BUILDING/Symbolic_Objects/PH2-0078_Empty_Chair.md,03_BUILDING,normalized,IMPORTANT,
PH2-0079,PH2-0079 — Habit Retirement Ceremony,Ceremony,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0079_Habit_Retirement_Ceremony.md,10_ENGINEERING/Architecture/PH2-0079_Habit_Retirement_Ceremony.md,10_ENGINEERING,normalized,IMPORTANT,
PH2-0080,PH2-0080 — Enemy Intelligence Board,Intelligence,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0080_Enemy_Intelligence_Board.md,06_INTELLIGENCE/Behavior_Analysis/PH2-0080_Enemy_Intelligence_Board.md,06_INTELLIGENCE,normalized,CORE,
PH2-0081,PH2-0081 — Hall Of Quiet Victories,Room,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0081_Hall_Of_Quiet_Victories.md,03_BUILDING/Rooms/PH2-0081_Hall_Of_Quiet_Victories.md,03_BUILDING,normalized,IMPORTANT,
PH2-0082,PH2-0082 — Environment As Discipline Carrier,Constitution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0082_Environment_As_Discipline_Carrier.md,01_CONSTITUTION/Principles/PH2-0082_Environment_As_Discipline_Carrier.md,01_CONSTITUTION,normalized,FOUNDATIONAL,
PH2-0083,PH2-0083 — Passive Observation,HQOS,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0083_Passive_Observation.md,07_HQOS/Kernel/PH2-0083_Passive_Observation.md,07_HQOS,normalized,CORE,
PH2-0084,PH2-0084 — Operational Load,Medical,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0084_Operational_Load.md,02_INSTITUTION/Departments/PH2-0084_Operational_Load.md,02_INSTITUTION,normalized,CORE,
PH2-0085,PH2-0085 — Cognitive Bandwidth,Medical,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0085_Cognitive_Bandwidth.md,02_INSTITUTION/Departments/PH2-0085_Cognitive_Bandwidth.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0086,PH2-0086 — Recovery Window,Recovery,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0086_Recovery_Window.md,04_OPERATOR/Recovery/PH2-0086_Recovery_Window.md,04_OPERATOR,normalized,IMPORTANT,
PH2-0087,PH2-0087 — Mission Fatigue,Medical,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0087_Mission_Fatigue.md,02_INSTITUTION/Departments/PH2-0087_Mission_Fatigue.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0088,PH2-0088 — Shift Log,Operations,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0088_Shift_Log.md,10_ENGINEERING/Architecture/PH2-0088_Shift_Log.md,10_ENGINEERING,normalized,IMPORTANT,
PH2-0089,PH2-0089 — Emergency Lighting,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0089_Emergency_Lighting.md,03_BUILDING/Environmental_Systems/PH2-0089_Emergency_Lighting.md,03_BUILDING,normalized,IMPORTANT,
PH2-0090,PH2-0090 — Situation Report,Operations,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0090_Situation_Report.md,10_ENGINEERING/Architecture/PH2-0090_Situation_Report.md,10_ENGINEERING,normalized,IMPORTANT,
PH2-0091,PH2-0091 — Observation Is Not Inactivity,Culture,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0091_Observation_Is_Not_Inactivity.md,01_CONSTITUTION/Culture/PH2-0091_Observation_Is_Not_Inactivity.md,01_CONSTITUTION,normalized,CORE,
PH2-0092,PH2-0092 — War Room Glass Wall,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0092_War_Room_Glass_Wall.md,03_BUILDING/Rooms/PH2-0092_War_Room_Glass_Wall.md,03_BUILDING,normalized,OPTIONAL,
PH2-0093,PH2-0093 — Tactical Journal,Archives,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0093_Tactical_Journal.md,08_ARCHIVES/Memory_Objects/PH2-0093_Tactical_Journal.md,08_ARCHIVES,normalized,IMPORTANT,
PH2-0094,PH2-0094 — Living Constitution,Doctrine,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0094_Living_Constitution.md,01_CONSTITUTION/Principles/PH2-0094_Living_Constitution.md,01_CONSTITUTION,normalized,CORE,
PH2-0095,PH2-0095 — Operations Flag,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0095_Operations_Flag.md,10_ENGINEERING/Architecture/PH2-0095_Operations_Flag.md,10_ENGINEERING,normalized,IMPORTANT,
PH2-0096,PH2-0096 — Return To Civilian Life Door,Ceremony,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0096_Return_To_Civilian_Life_Door.md,03_BUILDING/Ceremonies/PH2-0096_Return_To_Civilian_Life_Door.md,03_BUILDING,normalized,IMPORTANT,
PH2-0097,PH2-0097 — Conditions For Discipline Axiom,Constitution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0097_Conditions_For_Discipline_Axiom.md,01_CONSTITUTION/Principles/PH2-0097_Conditions_For_Discipline_Axiom.md,01_CONSTITUTION,normalized,FOUNDATIONAL,
PH2-0098,PH2-0098 — Account Three Design Test,Engineering,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0098_Account_Three_Design_Test.md,02_INSTITUTION/Departments/PH2-0098_Account_Three_Design_Test.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0099,PH2-0099 — Opening Of Doors Tradition,Ceremony,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0099_Opening_Of_Doors_Tradition.md,03_BUILDING/Ceremonies/PH2-0099_Opening_Of_Doors_Tradition.md,03_BUILDING,normalized,CORE,
PH2-0100,PH2-0100 — Take Command Tradition,Ceremony,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0100_Take_Command_Tradition.md,10_ENGINEERING/Architecture/PH2-0100_Take_Command_Tradition.md,10_ENGINEERING,normalized,CORE,
PH2-0101,PH2-0101 — Lights Activation Order,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0101_Lights_Activation_Order.md,10_ENGINEERING/Architecture/PH2-0101_Lights_Activation_Order.md,10_ENGINEERING,normalized,IMPORTANT,
PH2-0102,PH2-0102 — Commanders Clock,Interface,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0102_Commanders_Clock.md,02_INSTITUTION/Departments/PH2-0102_Commanders_Clock.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0103,PH2-0103 — Armory,Room,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0103_Armory.md,03_BUILDING/Rooms/PH2-0103_Armory.md,03_BUILDING,normalized,IMPORTANT,
PH2-0104,PH2-0104 — Equipment Check,Operations,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0104_Equipment_Check.md,09_INTERFACE/Screens/PH2-0104_Equipment_Check.md,09_INTERFACE,normalized,CORE,
PH2-0105,PH2-0105 — Institutional Weather,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0105_Institutional_Weather.md,02_INSTITUTION/Departments/PH2-0105_Institutional_Weather.md,02_INSTITUTION,normalized,OPTIONAL,
PH2-0106,PH2-0106 — Headquarters Integrity,Institution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0106_Headquarters_Integrity.md,02_INSTITUTION/Departments/PH2-0106_Headquarters_Integrity.md,02_INSTITUTION,normalized,CORE,
PH2-0107,PH2-0107 — Intelligence Wall,Intelligence,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0107_Intelligence_Wall.md,06_INTELLIGENCE/Behavior_Analysis/PH2-0107_Intelligence_Wall.md,06_INTELLIGENCE,normalized,CORE,
PH2-0108,PH2-0108 — Mission Archive Room,Archives,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0108_Mission_Archive_Room.md,03_BUILDING/Rooms/PH2-0108_Mission_Archive_Room.md,03_BUILDING,normalized,IMPORTANT,
PH2-0109,PH2-0109 — Engineering Department,Institution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0109_Engineering_Department.md,02_INSTITUTION/Departments/PH2-0109_Engineering_Department.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0110,PH2-0110 — Research Division,Institution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0110_Research_Division.md,02_INSTITUTION/Departments/PH2-0110_Research_Division.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0111,PH2-0111 — Red Team,Intelligence,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0111_Red_Team.md,06_INTELLIGENCE/Behavior_Analysis/PH2-0111_Red_Team.md,06_INTELLIGENCE,normalized,IMPORTANT,
PH2-0112,PH2-0112 — Blue Team,Institution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0112_Blue_Team.md,02_INSTITUTION/Departments/PH2-0112_Blue_Team.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0113,PH2-0113 — Mission Simulation,Academy,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0113_Mission_Simulation.md,05_OPERATIONS/Mission_Lifecycle/PH2-0113_Mission_Simulation.md,05_OPERATIONS,normalized,IMPORTANT,
PH2-0114,PH2-0114 — Debrief Theater,Room,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0114_Debrief_Theater.md,03_BUILDING/Rooms/PH2-0114_Debrief_Theater.md,03_BUILDING,normalized,CORE,
PH2-0115,PH2-0115 — Ordinary Decisions Automatic Lesson,Academy,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0115_Ordinary_Decisions_Automatic_Lesson.md,08_ARCHIVES/Memory_Objects/PH2-0115_Ordinary_Decisions_Automatic_Lesson.md,08_ARCHIVES,normalized,FOUNDATIONAL,
PH2-0116,PH2-0116 — Confidence Versus Trust Wall,Trust,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0116_Confidence_Versus_Trust_Wall.md,04_OPERATOR/Trust/PH2-0116_Confidence_Versus_Trust_Wall.md,04_OPERATOR,normalized,CORE,
PH2-0117,PH2-0117 — Trust Vault,Trust,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0117_Trust_Vault.md,03_BUILDING/Rooms/PH2-0117_Trust_Vault.md,03_BUILDING,normalized,IMPORTANT,
PH2-0118,PH2-0118 — Bargaining Language Detection,Behavior,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0118_Bargaining_Language_Detection.md,04_OPERATOR/Behavioral_Systems/PH2-0118_Bargaining_Language_Detection.md,04_OPERATOR,normalized,CORE,
PH2-0119,PH2-0119 — Decision DNA,Behavior,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0119_Decision_DNA.md,04_OPERATOR/Behavioral_Systems/PH2-0119_Decision_DNA.md,04_OPERATOR,normalized,CORE,
PH2-0120,PH2-0120 — Identity Drift Curve,Behavior,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0120_Identity_Drift_Curve.md,04_OPERATOR/Identity/PH2-0120_Identity_Drift_Curve.md,04_OPERATOR,normalized,CORE,
PH2-0121,PH2-0121 — Anchor Sentence,Constitution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0121_Anchor_Sentence.md,01_CONSTITUTION/Principles/PH2-0121_Anchor_Sentence.md,01_CONSTITUTION,normalized,IMPORTANT,
PH2-0122,PH2-0122 — Personal Battlefield,Behavior,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0122_Personal_Battlefield.md,04_OPERATOR/Behavioral_Systems/PH2-0122_Personal_Battlefield.md,04_OPERATOR,normalized,CORE,
PH2-0123,PH2-0123 — Tactical Mirror,Interface,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0123_Tactical_Mirror.md,09_INTERFACE/Screens/PH2-0123_Tactical_Mirror.md,09_INTERFACE,normalized,IMPORTANT,
PH2-0124,PH2-0124 — Identity Engine Roles,Identity,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0124_Identity_Engine_Roles.md,04_OPERATOR/Identity/PH2-0124_Identity_Engine_Roles.md,04_OPERATOR,normalized,CORE,
PH2-0125,PH2-0125 — Guardian Mode,Guardian,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0125_Guardian_Mode.md,02_INSTITUTION/Departments/PH2-0125_Guardian_Mode.md,02_INSTITUTION,normalized,CORE,
PH2-0126,PH2-0126 — Guardian Statistics,Guardian,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0126_Guardian_Statistics.md,02_INSTITUTION/Departments/PH2-0126_Guardian_Statistics.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0127,PH2-0127 — Safe/Vault Capital Visualization,Guardian,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0127_Safe_Vault_Capital_Visualization.md,02_INSTITUTION/Departments/PH2-0127_Safe_Vault_Capital_Visualization.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0128,PH2-0128 — Success Protocol,Guardian,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0128_Success_Protocol.md,02_INSTITUTION/Protocols/PH2-0128_Success_Protocol.md,02_INSTITUTION,normalized,CORE,
PH2-0129,PH2-0129 — Operation Sunset,Ceremony,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0129_Operation_Sunset.md,05_OPERATIONS/Ceremonies/PH2-0129_Operation_Sunset.md,05_OPERATIONS,normalized,IMPORTANT,
PH2-0130,PH2-0130 — Doctrine 014 Winning Creates Responsibility,Doctrine,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0130_Doctrine_014_Winning_Creates_Responsibility.md,08_ARCHIVES/Doctrine/PH2-0130_Doctrine_014_Winning_Creates_Responsibility.md,08_ARCHIVES,normalized,CORE,
PH2-0131,PH2-0131 — Training Headquarters Versus Guardian Headquarters,Institution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0131_Training_Headquarters_Versus_Guardian_Headquarters.md,02_INSTITUTION/Departments/PH2-0131_Training_Headquarters_Versus_Guardian_Headquarters.md,02_INSTITUTION,normalized,CORE,
PH2-0132,PH2-0132 — Entrusted Capital Principle,Stewardship,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0132_Entrusted_Capital_Principle.md,01_CONSTITUTION/Principles/PH2-0132_Entrusted_Capital_Principle.md,01_CONSTITUTION,normalized,CORE,
PH2-0133,PH2-0133 — Vault Opening Ritual,Ceremony,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0133_Vault_Opening_Ritual.md,03_BUILDING/Ceremonies/PH2-0133_Vault_Opening_Ritual.md,03_BUILDING,normalized,IMPORTANT,
PH2-0134,PH2-0134 — Guardian Language Set,Language,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0134_Guardian_Language_Set.md,02_INSTITUTION/Departments/PH2-0134_Guardian_Language_Set.md,02_INSTITUTION,normalized,CORE,
PH2-0135,PH2-0135 — Guardian Lighting And Seal,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0135_Guardian_Lighting_And_Seal.md,02_INSTITUTION/Departments/PH2-0135_Guardian_Lighting_And_Seal.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0136,PH2-0136 — Capital Status Not PnL Hero,Interface,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0136_Capital_Status_Not_PnL_Hero.md,09_INTERFACE/Screens/PH2-0136_Capital_Status_Not_PnL_Hero.md,09_INTERFACE,normalized,CORE,
PH2-0137,PH2-0137 — Guardian Historical Risk Memory,Guardian,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0137_Guardian_Historical_Risk_Memory.md,02_INSTITUTION/Departments/PH2-0137_Guardian_Historical_Risk_Memory.md,02_INSTITUTION,normalized,CORE,
PH2-0138,PH2-0138 — Guardian Shadow,Environment,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0138_Guardian_Shadow.md,02_INSTITUTION/Departments/PH2-0138_Guardian_Shadow.md,02_INSTITUTION,normalized,OPTIONAL,
PH2-0139,PH2-0139 — Sentinel,Institution,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0139_Sentinel.md,02_INSTITUTION/Departments/PH2-0139_Sentinel.md,02_INSTITUTION,normalized,CORE,
PH2-0140,PH2-0140 — Guardian Lock,Guardian,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0140_Guardian_Lock.md,02_INSTITUTION/Departments/PH2-0140_Guardian_Lock.md,02_INSTITUTION,normalized,CORE,
PH2-0141,PH2-0141 — Guardian Unlock Procedure,Guardian,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0141_Guardian_Unlock_Procedure.md,02_INSTITUTION/Departments/PH2-0141_Guardian_Unlock_Procedure.md,02_INSTITUTION,normalized,CORE,
PH2-0142,PH2-0142 — Guardian Integrity,Guardian,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0142_Guardian_Integrity.md,02_INSTITUTION/Departments/PH2-0142_Guardian_Integrity.md,02_INSTITUTION,normalized,CORE,
PH2-0143,PH2-0143 — Guardian Bell,Audio,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0143_Guardian_Bell.md,02_INSTITUTION/Departments/PH2-0143_Guardian_Bell.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0144,PH2-0144 — Guardian Room,Room,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0144_Guardian_Room.md,02_INSTITUTION/Departments/PH2-0144_Guardian_Room.md,02_INSTITUTION,normalized,IMPORTANT,
PH2-0145,PH2-0145 — Legacy Protocol,Legacy,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0145_Legacy_Protocol.md,12_LEGACY/Long_Term/PH2-0145_Legacy_Protocol.md,12_LEGACY,normalized,IMPORTANT,
PH2-0146,PH2-0146 — Career Projection,Legacy,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0146_Career_Projection.md,12_LEGACY/Long_Term/PH2-0146_Career_Projection.md,12_LEGACY,normalized,IMPORTANT,
PH2-0147,PH2-0147 — Votes For Identity,Identity,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0147_Votes_For_Identity.md,04_OPERATOR/Identity/PH2-0147_Votes_For_Identity.md,04_OPERATOR,normalized,FOUNDATIONAL,
PH2-0148,PH2-0148 — Internal Affairs Integrity Protection,Internal Affairs,13_PHASE_RECOVERY/Phase_02_to_03/PH2-0148_Internal_Affairs_Integrity_Protection.md,02_INSTITUTION/Departments/PH2-0148_Internal_Affairs_Integrity_Protection.md,02_INSTITUTION,normalized,CORE,
PH3-0001,PH3-0001 — Design Constitution,Constitution,13_PHASE_RECOVERY/Phase_02_to_03/PH3-0001_Design_Constitution.md,01_CONSTITUTION/Principles/PH3-0001_Design_Constitution.md,01_CONSTITUTION,normalized,CORE,
PH3-0002,PH3-0002 — Expensive Not Luxurious,Design,13_PHASE_RECOVERY/Phase_02_to_03/PH3-0002_Expensive_Not_Luxurious.md,10_ENGINEERING/Architecture/PH3-0002_Expensive_Not_Luxurious.md,10_ENGINEERING,normalized,IMPORTANT,
PH3-0003,PH3-0003 — Information Hierarchy,Interface,13_PHASE_RECOVERY/Phase_02_to_03/PH3-0003_Information_Hierarchy.md,09_INTERFACE/Screens/PH3-0003_Information_Hierarchy.md,09_INTERFACE,normalized,CORE,
